     ,activation_hidden ,activation_out ,alpha ,batch_size ,epochs ,hidden_layer_sizes ,lambd  ,learning_rate ,learning_rate_init ,nesterov
 575 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,False
 576 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 577 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,True
 578 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 579 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
 580 ,logistic          ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,True
 581 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
 582 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 583 ,logistic          ,identity       ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,False
 584 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,True
 585 ,logistic          ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,False
 586 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,False
 587 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,True
 588 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 589 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
 590 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
 591 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,False
 592 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,True
 593 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
 594 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
 595 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,False
 596 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,False
 597 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,False
 598 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,True
 599 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 600 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 601 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,True
 602 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,False
 603 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
 604 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
 605 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
 606 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
 607 ,tanh              ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.0005 ,False
 608 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,False
 609 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
 610 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,False
 611 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,False
 612 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
 613 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,False
 614 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.0005 ,False
 615 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,False
 616 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,False
 617 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
 618 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 619 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,True
 620 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0001 ,False
 621 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
 622 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0005 ,False
 623 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,True
 624 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.0005 ,False
 625 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0005 ,False
 626 ,tanh              ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.0005 ,False
 627 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
 628 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
 629 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
 630 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 631 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
 632 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,False
 633 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,False
 634 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,False
 635 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
 636 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
 637 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,True
 638 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,False
 639 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0001 ,False
 640 ,logistic          ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,True
 641 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
 642 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
 643 ,tanh              ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,False
 644 ,tanh              ,identity       ,  0.8 ,      64.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
 645 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
 646 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,True
 647 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,False
 648 ,logistic          ,identity       ,  0.5 ,      64.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,True
 649 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
 650 ,tanh              ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,False
 651 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,False
 652 ,logistic          ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,False
 653 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
 654 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,False
 655 ,tanh              ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,False
 656 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
 657 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.0005 ,False
 658 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,True
 659 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,False
 660 ,logistic          ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,False
 661 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,False
 662 ,logistic          ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,False
 663 ,logistic          ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,True
 664 ,logistic          ,identity       ,  0.5 ,      64.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
 665 ,logistic          ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,True
 666 ,logistic          ,identity       ,  0.5 ,      64.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,True
 667 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.0005 ,False
 668 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
 669 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.0005 ,False
 670 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
 671 ,logistic          ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,False
 672 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.0005 ,False
 673 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,True
 674 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,False
 675 ,logistic          ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,True
 676 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,False
 677 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0005 ,False
 678 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,True
 679 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,False
 680 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,False
 681 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,False
 682 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 683 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,False
 684 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,True
 685 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
 686 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
 687 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,False
 688 ,logistic          ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,False
 689 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
 690 ,logistic          ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,False
 691 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,False
 692 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 693 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
 694 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
 695 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 696 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
 697 ,logistic          ,identity       ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,True
 698 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
 699 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,False
 700 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
 701 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,False
 702 ,logistic          ,identity       ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,False
 703 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,False
 704 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
